N_unmapped	45969	45969	45969
N_multimapping	4175595	4175595	4175595
N_noFeature	2812956	36810441	2989738
N_ambiguous	2979803	42244	1341767
ENSG00000223972	0	0	0
ENSG00000227232	85	24	84
ENSG00000243485	0	0	0
ENSG00000237613	0	4	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	3	4	2
ENSG00000239945	0	0	0
ENSG00000233750	9	8	1
ENSG00000237683	134	8	133
ENSG00000268903	1	9	0
ENSG00000269981	0	0	0
ENSG00000239906	12	3	12
ENSG00000241860	20	96	18
ENSG00000222623	0	0	0
ENSG00000241599	2	2	0
ENSG00000228463	2	5	2
ENSG00000241670	0	0	0
ENSG00000237094	6	0	7
ENSG00000250575	0	0	0
ENSG00000233653	3	24	1
ENSG00000224813	0	0	0
ENSG00000235249	0	0	0
ENSG00000269732	0	0	0
ENSG00000256186	0	0	0
ENSG00000236601	0	1	0
ENSG00000236743	0	0	0
ENSG00000236679	0	0	0
ENSG00000231709	0	1	0
ENSG00000235146	0	0	0
ENSG00000239664	0	3	0
ENSG00000230021	0	0	0
ENSG00000223659	0	0	0
ENSG00000225972	105	0	112
ENSG00000225630	3905	2	3931
ENSG00000237973	1786	0	1847
ENSG00000229344	744	1	790
ENSG00000240409	4	0	4
ENSG00000248527	9951	22	9949
ENSG00000198744	419	1	431
ENSG00000268663	0	0	0
ENSG00000185097	0	0	0
ENSG00000229376	0	0	0
ENSG00000224956	13	2	13
ENSG00000235373	6	2	6
ENSG00000223181	0	0	0
ENSG00000240618	1	0	1
ENSG00000229905	0	0	0
ENSG00000228327	16	1	16
ENSG00000237491	12	7	6
ENSG00000230092	8	0	8
ENSG00000269831	0	0	0
ENSG00000240453	0	0	0
ENSG00000177757	1	2	0
ENSG00000225880	7	0	7
ENSG00000228794	335	1	335
ENSG00000230368	1	1	1
ENSG00000234711	0	0	0
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	2	0	2
ENSG00000241180	0	0	0
ENSG00000223764	1	3	0
ENSG00000187634	1	509	1
ENSG00000268179	0	0	0
ENSG00000188976	4653	5	5159
ENSG00000187961	144	3	142
ENSG00000187583	193	3	207
ENSG00000187642	48	65	3
ENSG00000272512	20	1	20
ENSG00000188290	60	0	60
ENSG00000231702	1	3	0
ENSG00000224969	1	2	0
ENSG00000187608	159	0	162
ENSG00000188157	7133	9	7131
ENSG00000242590	0	0	0
ENSG00000217801	83	20	67
ENSG00000273443	5	4	5
ENSG00000237330	202	3	200
ENSG00000131591	531	10	521
ENSG00000223823	9	1	8
ENSG00000207730	1	0	1
ENSG00000207607	2	0	2
ENSG00000198976	5	0	5
ENSG00000272141	73	0	73
ENSG00000205231	0	2	0
ENSG00000162571	8	0	8
ENSG00000186891	10	0	10
ENSG00000186827	0	0	0
ENSG00000078808	4039	6	4038
ENSG00000176022	561	34	527
ENSG00000184163	86	0	86
ENSG00000260179	7	5	2
ENSG00000160087	1142	1	1142
ENSG00000230415	1	0	1
ENSG00000162572	40	0	40
ENSG00000131584	779	86	780
ENSG00000169972	444	46	603
ENSG00000127054	2177	312	1987
ENSG00000240731	25	16	9
ENSG00000224051	620	7	613
ENSG00000169962	24	9	18
ENSG00000107404	2337	9	2333
ENSG00000162576	81	75	6
ENSG00000175756	1842	4	1840
ENSG00000223663	1	0	1
ENSG00000221978	881	3	880
ENSG00000224870	572	276	601
ENSG00000242485	1820	46	2080
ENSG00000264293	0	0	0
ENSG00000272455	76	0	76
ENSG00000235098	16	0	16
ENSG00000225905	1	0	1
ENSG00000205116	0	0	0
ENSG00000225285	16	0	16
ENSG00000179403	1298	6	1296
ENSG00000215915	168	1	168
ENSG00000160072	1096	3	1096
ENSG00000197785	1529	2	1528
ENSG00000205090	3	0	3
ENSG00000160075	2606	1	2606
ENSG00000215791	0	0	0
ENSG00000215014	3	1	2
ENSG00000236684	0	0	0
ENSG00000228594	64	1	64
ENSG00000272106	30	3	34
ENSG00000197530	439	12	435
ENSG00000189409	0	0	0
ENSG00000248333	748	0	748
ENSG00000272004	0	180	0
ENSG00000189339	1454	10	1632
ENSG00000269737	7	7	0
ENSG00000269227	3	3	0
ENSG00000215914	2	2	1
ENSG00000008128	12	0	12
ENSG00000268575	43	1	63
ENSG00000227775	39	65	0
ENSG00000215790	112	3	109
ENSG00000008130	2030	1	2029
ENSG00000078369	12720	9	12717
ENSG00000231050	1	0	1
ENSG00000169885	1	0	1
ENSG00000178821	119	0	119
ENSG00000142609	3	1	3
ENSG00000233542	16	5	11
ENSG00000187730	10	0	10
ENSG00000226969	2	0	2
ENSG00000067606	861	54	1375
ENSG00000271806	3	202	0
ENSG00000182873	62	28	37
ENSG00000162585	675	343	757
ENSG00000269554	0	46	13
ENSG00000203301	0	0	0
ENSG00000243558	0	0	0
ENSG00000234396	0	1	0
ENSG00000157933	1461	5	1461
ENSG00000116151	33	2	91
ENSG00000272161	0	0	0
ENSG00000269753	0	0	0
ENSG00000269896	11	0	11
ENSG00000238240	0	0	0
ENSG00000272420	0	0	0
ENSG00000271921	3	0	3
ENSG00000271847	2	0	2
ENSG00000178642	0	60	1
ENSG00000157916	3078	600	3177
ENSG00000157911	658	214	1142
ENSG00000149527	212	4	211
ENSG00000224387	0	0	0
ENSG00000229393	0	0	0
ENSG00000157881	825	1	825
ENSG00000197921	1	0	1
ENSG00000272449	15	0	15
ENSG00000238164	442	300	541
ENSG00000157873	969	106	1262
ENSG00000225931	7	2	5
ENSG00000228037	46	1	45
ENSG00000157870	2056	13	2431
ENSG00000142606	22	376	32
ENSG00000237058	0	0	0
ENSG00000215912	5	0	5
ENSG00000233234	0	0	0
ENSG00000231630	0	0	0
ENSG00000169717	0	0	0
ENSG00000177133	0	0	0
