N_unmapped	31718	31718	31718
N_multimapping	3240279	3240279	3240279
N_noFeature	1983960	34716619	2155265
N_ambiguous	2833349	40999	1286275
ENSG00000223972	0	0	0
ENSG00000227232	85	24	85
ENSG00000243485	0	0	0
ENSG00000237613	0	2	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	3	1
ENSG00000239945	0	0	0
ENSG00000233750	4	5	0
ENSG00000237683	116	5	116
ENSG00000268903	0	8	0
ENSG00000269981	0	0	0
ENSG00000239906	2	1	2
ENSG00000241860	17	105	17
ENSG00000222623	0	1	0
ENSG00000241599	0	0	0
ENSG00000228463	0	2	0
ENSG00000241670	0	0	0
ENSG00000237094	5	0	5
ENSG00000250575	0	0	0
ENSG00000233653	0	24	0
ENSG00000224813	0	0	0
ENSG00000235249	0	0	0
ENSG00000269732	0	2	0
ENSG00000256186	0	0	0
ENSG00000236601	0	6	0
ENSG00000236743	1	0	1
ENSG00000236679	0	0	0
ENSG00000231709	0	3	0
ENSG00000235146	0	0	1
ENSG00000239664	0	3	0
ENSG00000230021	0	3	0
ENSG00000223659	0	0	0
ENSG00000225972	98	1	102
ENSG00000225630	3870	1	3899
ENSG00000237973	2151	1	2227
ENSG00000229344	693	1	746
ENSG00000240409	6	0	6
ENSG00000248527	8502	14	8511
ENSG00000198744	431	2	450
ENSG00000268663	0	0	0
ENSG00000185097	0	0	0
ENSG00000229376	0	0	0
ENSG00000224956	15	1	15
ENSG00000235373	2	3	2
ENSG00000223181	0	0	0
ENSG00000240618	1	0	1
ENSG00000229905	0	0	0
ENSG00000228327	15	1	15
ENSG00000237491	16	7	9
ENSG00000230092	4	0	4
ENSG00000269831	0	0	0
ENSG00000240453	0	0	0
ENSG00000177757	1	1	0
ENSG00000225880	12	1	12
ENSG00000228794	220	0	220
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	3	0	3
ENSG00000241180	0	0	0
ENSG00000223764	0	1	0
ENSG00000187634	0	468	1
ENSG00000268179	0	1	0
ENSG00000188976	3804	2	4271
ENSG00000187961	122	3	119
ENSG00000187583	165	2	184
ENSG00000187642	40	57	4
ENSG00000272512	12	1	12
ENSG00000188290	48	0	48
ENSG00000231702	5	3	3
ENSG00000224969	0	2	0
ENSG00000187608	188	0	189
ENSG00000188157	8086	6	8089
